"location","acute_time","acute_care_centre","id","x","y","silver_rehab_centre","gold_rehab_centre","rehab_time"
"Pormpuraaw",381,"Townsville University Hospital",1025,141.6245,-14.89198,"Cairns Hospital","Townsville University Hospital",545.676107605
"Coen",375,"Townsville University Hospital",1024,143.1999,-13.9448,"Cairns Hospital","Townsville University Hospital",517.186593525
"Aurukun",399,"Townsville University Hospital",1023,141.7292,-13.35609,"Cairns Hospital","Townsville University Hospital",706.14408337
"Lockhart River",387,"Townsville University Hospital",1022,143.3424,-12.78591,"Cairns Hospital","Townsville University Hospital",748.961990875
"Napranum",411,"Townsville University Hospital",1021,141.8909,-12.68153,"Cairns Hospital","Townsville University Hospital",706.522240415
"Weipa",411,"Townsville University Hospital",1020,141.8777,-12.62496,"Cairns Hospital","Townsville University Hospital",713.05227822
"Mapoon",429,"Townsville University Hospital",1019,141.8976,-12.02178,"Cairns Hospital","Townsville University Hospital",768.40852244
"Injinoo",447,"Townsville University Hospital",1018,142.3275,-10.90209,"Cairns Hospital","Townsville University Hospital",832.59118507
"Bamaga",447,"Townsville University Hospital",1017,142.3893,-10.89279,"Cairns Hospital","Townsville University Hospital",837.138957345
"Umagico",447,"Townsville University Hospital",1016,142.3489,-10.88916,"Cairns Hospital","Townsville University Hospital",835.926384015
"New Mapoon",447,"Townsville University Hospital",1015,142.3863,-10.87403,"Cairns Hospital","Townsville University Hospital",838.584054015
"Seisia",447,"Townsville University Hospital",1014,142.3701,-10.85188,"Cairns Hospital","Townsville University Hospital",842.14916386
"Horn Island",414,"Townsville University Hospital",1013,142.2837,-10.60644,"Cairns Hospital","Townsville University Hospital",991.955002195
"Thursday Island",324,"Townsville University Hospital",1012,142.2167,-10.5804,"Cairns Hospital","Townsville University Hospital",977.278586185
"Hammond Island",411,"Townsville University Hospital",1011,142.2047,-10.54803,"Cairns Hospital","Townsville University Hospital",912.14916386
"Warraber Island",456,"Townsville University Hospital",1010,142.8238,-10.20726,"Cairns Hospital","Townsville University Hospital",1012.14916386
"St Pauls",436,"Townsville University Hospital",1009,142.3349,-10.18488,"Cairns Hospital","Townsville University Hospital",992.14916386
"Badu Island",440,"Townsville University Hospital",1008,142.1388,-10.12322,"Cairns Hospital","Townsville University Hospital",1002.14916386
"Mabuiag Island",449,"Townsville University Hospital",1007,142.1829,-9.95718,"Cairns Hospital","Townsville University Hospital",1052.14916386
"Mer (Murray) Island",534,"Townsville University Hospital",1006,144.0504,-9.918105,"Cairns Hospital","Townsville University Hospital",1272.14916386
"Iama (Yam) Island",466,"Townsville University Hospital",1005,142.7744,-9.900403,"Cairns Hospital","Townsville University Hospital",1072.14916386
"Yorke Island",503,"Townsville University Hospital",1004,143.4073,-9.750172,"Cairns Hospital","Townsville University Hospital",1182.14916386
"Erub (Darnley) Island",527,"Townsville University Hospital",1003,143.7703,-9.585443,"Cairns Hospital","Townsville University Hospital",1262.14916386
"Saibai Island",491,"Townsville University Hospital",1002,142.6217,-9.38044,"Cairns Hospital","Townsville University Hospital",1172.14916386
"Boigu Island",493,"Townsville University Hospital",1001,142.2153,-9.260192,"Cairns Hospital","Townsville University Hospital",1242.14916386
"Birdsville",489,"Brisbane (PAH/RBWH)",1438,139.3551,-25.8978,"Central West Sub-Acute Service","Townsville University Hospital",781.9293898
"Durham",375,"Brisbane (PAH/RBWH)",1439,141.811455,-27.397056,"Central West Sub-Acute Service","Princess Alexandra Hospital (PAH)",666.80032922
"Hungerford",375,"Brisbane (PAH/RBWH)",1440,144.409847,-28.996741,"Roma Hospital","Princess Alexandra Hospital (PAH)",531.02257507
"Brisbane",8,"Brisbane (PAH/RBWH)",1353,153.0249,-27.47072,"Princess Alexandra Hospital (PAH)","Princess Alexandra Hospital (PAH)",8.15721476
"RBWH",0,"Brisbane (PAH/RBWH)",1441,153.0285,-27.447,"Royal Brisbane and Women's Hospital (RBWH)","Princess Alexandra Hospital (PAH)",4.975331895
